ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published(est)
FOREX:EUR,0.015946,0.007071,Neutral,2023-10-16 02:47:00-04:00
FOREX:EUR,0.066784,-0.130323,Neutral,2023-10-16 02:00:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-16 01:30:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-16 01:30:00-04:00
FOREX:EUR,0.388879,0.261949,Somewhat-Bullish,2023-10-16 01:16:42-04:00
FOREX:EUR,0.084722,0.0,Neutral,2023-10-16 00:00:30-04:00
FOREX:EUR,0.071145,0.0,Neutral,2023-10-15 22:56:00-04:00
FOREX:EUR,0.064973,0.0,Neutral,2023-10-15 22:56:00-04:00
FOREX:EUR,0.057628,-0.193,Somewhat-Bearish,2023-10-15 20:26:39-04:00
FOREX:EUR,0.661658,-0.180086,Somewhat-Bearish,2023-10-15 20:05:10-04:00
FOREX:EUR,0.096283,0.0,Neutral,2023-10-15 20:00:40-04:00
FOREX:EUR,0.217508,0.172947,Somewhat-Bullish,2023-10-15 17:42:00-04:00
FOREX:EUR,0.172507,0.145717,Neutral,2023-10-15 17:42:00-04:00
FOREX:EUR,0.063258,-0.249461,Somewhat-Bearish,2023-10-15 17:26:00-04:00
FOREX:EUR,0.09186,0.276581,Somewhat-Bullish,2023-10-15 17:03:00-04:00
FOREX:EUR,0.075397,0.267828,Somewhat-Bullish,2023-10-15 17:03:00-04:00
FOREX:EUR,0.179121,0.271649,Somewhat-Bullish,2023-10-15 16:51:00-04:00
FOREX:EUR,0.14131,0.234897,Somewhat-Bullish,2023-10-15 16:51:00-04:00
FOREX:EUR,0.128478,0.22389,Somewhat-Bullish,2023-10-15 16:51:00-04:00
FOREX:EUR,0.535653,0.576815,Bullish,2023-10-15 16:43:00-04:00
FOREX:EUR,0.595343,0.744945,Bullish,2023-10-15 16:41:00-04:00
FOREX:EUR,0.186738,0.149919,Neutral,2023-10-15 16:26:00-04:00
FOREX:EUR,0.07446,0.213281,Somewhat-Bullish,2023-10-15 15:04:00-04:00
FOREX:EUR,0.07031,-0.036712,Neutral,2023-10-15 15:00:40-04:00
FOREX:EUR,0.846873,0.399364,Bullish,2023-10-15 03:16:43-04:00
FOREX:EUR,0.15347,0.161627,Somewhat-Bullish,2023-10-14 20:10:00-04:00
FOREX:EUR,0.298567,0.427146,Bullish,2023-10-14 17:34:00-04:00
FOREX:EUR,0.298567,0.427146,Bullish,2023-10-14 17:34:00-04:00
FOREX:EUR,0.282234,0.261338,Somewhat-Bullish,2023-10-14 17:10:00-04:00
FOREX:EUR,0.173333,0.097209,Neutral,2023-10-14 17:05:00-04:00
FOREX:EUR,0.152018,0.102887,Neutral,2023-10-14 16:48:00-04:00
FOREX:EUR,0.127456,0.09332,Neutral,2023-10-14 16:48:00-04:00
FOREX:EUR,0.075874,0.213819,Somewhat-Bullish,2023-10-14 16:38:00-04:00
FOREX:EUR,0.080458,0.215766,Somewhat-Bullish,2023-10-14 14:27:00-04:00
FOREX:EUR,0.195814,0.079452,Neutral,2023-10-14 13:35:00-04:00
FOREX:EUR,0.299478,0.167114,Somewhat-Bullish,2023-10-14 11:52:00-04:00
FOREX:EUR,0.605937,0.419075,Bullish,2023-10-14 08:45:20-04:00
FOREX:EUR,0.044634,0.067613,Neutral,2023-10-14 04:00:00-04:00
FOREX:EUR,0.1331,-0.037542,Neutral,2023-10-13 18:35:00-04:00
FOREX:EUR,0.059488,0.0,Neutral,2023-10-13 18:01:21-04:00
FOREX:EUR,0.1331,0.001239,Neutral,2023-10-13 17:41:00-04:00
FOREX:EUR,0.159043,0.00138,Neutral,2023-10-13 17:00:00-04:00
FOREX:EUR,0.136888,0.118123,Neutral,2023-10-13 16:44:00-04:00
FOREX:EUR,0.198221,0.039792,Neutral,2023-10-13 16:42:00-04:00
FOREX:EUR,0.455525,0.085575,Neutral,2023-10-13 15:23:00-04:00
FOREX:EUR,0.285526,0.351114,Bullish,2023-10-13 13:05:00-04:00
FOREX:EUR,0.111144,-0.068477,Neutral,2023-10-13 12:21:19-04:00
FOREX:EUR,0.119235,0.0,Neutral,2023-10-13 12:03:00-04:00
FOREX:EUR,0.06179,-0.211173,Somewhat-Bearish,2023-10-13 09:18:31-04:00
FOREX:EUR,0.14573,-0.087086,Neutral,2023-10-13 09:07:00-04:00
FOREX:EUR,0.197413,-0.274589,Somewhat-Bearish,2023-10-13 09:03:00-04:00
FOREX:EUR,0.025873,0.072598,Neutral,2023-10-13 08:59:00-04:00
FOREX:EUR,0.073773,-0.085112,Neutral,2023-10-13 07:34:00-04:00
FOREX:EUR,0.041323,0.153731,Somewhat-Bullish,2023-10-13 07:01:23-04:00
FOREX:EUR,0.320279,-0.075222,Neutral,2023-10-13 06:53:00-04:00
FOREX:EUR,0.072435,-0.120861,Neutral,2023-10-13 06:12:00-04:00
FOREX:EUR,0.11983,0.112039,Neutral,2023-10-13 05:29:00-04:00
FOREX:EUR,0.190417,-0.207976,Somewhat-Bearish,2023-10-13 05:26:32-04:00
FOREX:EUR,0.136113,-0.104662,Neutral,2023-10-13 05:23:00-04:00
FOREX:EUR,0.436009,-0.121812,Neutral,2023-10-13 05:15:00-04:00
FOREX:EUR,0.110462,0.149446,Neutral,2023-10-13 05:10:00-04:00
FOREX:EUR,0.251247,-0.077807,Neutral,2023-10-13 04:46:49-04:00
FOREX:EUR,0.1331,0.033901,Neutral,2023-10-13 04:42:00-04:00
FOREX:EUR,0.102449,0.024502,Neutral,2023-10-13 04:08:00-04:00
FOREX:EUR,0.115787,-0.132964,Neutral,2023-10-13 04:03:00-04:00
FOREX:EUR,0.055751,0.137004,Neutral,2023-10-13 03:26:46-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-13 01:30:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-13 01:30:00-04:00
FOREX:EUR,0.081001,-0.300214,Somewhat-Bearish,2023-10-12 23:51:00-04:00
FOREX:EUR,0.057352,-0.061948,Neutral,2023-10-12 22:53:00-04:00
FOREX:EUR,0.165598,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.160099,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.15697,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.141726,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.132733,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.110973,0.0,Neutral,2023-10-12 22:45:00-04:00
FOREX:EUR,0.130217,-0.143561,Neutral,2023-10-12 21:07:25-04:00
FOREX:EUR,0.509589,-0.075518,Neutral,2023-10-12 18:08:00-04:00
FOREX:EUR,0.154951,0.123446,Neutral,2023-10-12 18:06:00-04:00
FOREX:EUR,0.101582,-0.06525,Neutral,2023-10-12 17:40:30-04:00
FOREX:EUR,0.127456,0.091478,Neutral,2023-10-12 16:50:00-04:00
FOREX:EUR,0.112269,0.072258,Neutral,2023-10-12 16:50:00-04:00
FOREX:EUR,0.088147,0.0,Neutral,2023-10-12 16:18:00-04:00
FOREX:EUR,0.055364,0.123045,Neutral,2023-10-12 15:16:59-04:00
FOREX:EUR,0.031405,0.0,Neutral,2023-10-12 12:41:16-04:00
FOREX:EUR,0.112532,-0.072712,Neutral,2023-10-12 11:46:00-04:00
FOREX:EUR,0.049221,0.036721,Neutral,2023-10-12 11:03:00-04:00
FOREX:EUR,0.678673,0.482915,Bullish,2023-10-12 10:50:00-04:00
FOREX:EUR,0.141726,0.201942,Somewhat-Bullish,2023-10-12 09:33:00-04:00
FOREX:EUR,0.063258,0.043548,Neutral,2023-10-12 09:23:00-04:00
FOREX:EUR,0.050359,-0.26749,Somewhat-Bearish,2023-10-12 08:30:11-04:00
FOREX:EUR,0.086245,-0.181601,Somewhat-Bearish,2023-10-12 08:08:17-04:00
FOREX:EUR,0.03704,-0.053842,Neutral,2023-10-12 08:07:38-04:00
FOREX:EUR,0.107495,0.007829,Neutral,2023-10-12 06:53:00-04:00
FOREX:EUR,0.282234,-0.293026,Somewhat-Bearish,2023-10-12 06:52:00-04:00
FOREX:EUR,0.076358,0.169224,Somewhat-Bullish,2023-10-12 06:20:00-04:00
FOREX:EUR,0.220809,0.019464,Neutral,2023-10-12 05:32:00-04:00
FOREX:EUR,0.030998,-0.080501,Neutral,2023-10-12 05:27:00-04:00
FOREX:EUR,0.086556,0.0,Neutral,2023-10-12 05:22:00-04:00
FOREX:EUR,0.441059,0.102271,Neutral,2023-10-12 05:20:00-04:00
FOREX:EUR,0.040599,0.071334,Neutral,2023-10-12 01:31:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-12 01:30:00-04:00
FOREX:EUR,0.024597,-0.055756,Neutral,2023-10-12 00:00:34-04:00
FOREX:EUR,0.151064,0.0,Neutral,2023-10-11 23:00:00-04:00
FOREX:EUR,0.147818,0.0,Neutral,2023-10-11 23:00:00-04:00
FOREX:EUR,0.128822,0.0,Neutral,2023-10-11 23:00:00-04:00
FOREX:EUR,0.106305,0.0,Neutral,2023-10-11 23:00:00-04:00
FOREX:EUR,0.106305,0.0,Neutral,2023-10-11 23:00:00-04:00
FOREX:EUR,0.075874,0.0,Neutral,2023-10-11 21:18:00-04:00
FOREX:EUR,0.085629,-0.063475,Neutral,2023-10-11 18:30:23-04:00
FOREX:EUR,0.122894,0.047859,Neutral,2023-10-11 17:21:13-04:00
FOREX:EUR,0.068306,-0.112367,Neutral,2023-10-11 13:28:00-04:00
FOREX:EUR,0.028254,0.198474,Somewhat-Bullish,2023-10-11 13:02:07-04:00
FOREX:EUR,0.102449,0.081227,Neutral,2023-10-11 11:56:00-04:00
FOREX:EUR,0.164095,0.083605,Neutral,2023-10-11 11:36:59-04:00
FOREX:EUR,0.143929,0.103174,Neutral,2023-10-11 11:36:00-04:00
FOREX:EUR,0.31482,-0.12658,Neutral,2023-10-11 11:33:36-04:00
FOREX:EUR,0.421485,0.02033,Neutral,2023-10-11 11:22:38-04:00
FOREX:EUR,0.055492,0.07597,Neutral,2023-10-11 10:17:00-04:00
FOREX:EUR,0.032893,-0.048665,Neutral,2023-10-11 09:30:00-04:00
FOREX:EUR,0.022222,0.113322,Neutral,2023-10-11 09:30:00-04:00
FOREX:EUR,0.172097,0.017474,Neutral,2023-10-11 09:18:00-04:00
FOREX:EUR,0.059785,-0.158011,Somewhat-Bearish,2023-10-11 07:58:00-04:00
FOREX:EUR,0.130926,-0.091091,Neutral,2023-10-11 06:12:37-04:00
FOREX:EUR,0.11123,0.032092,Neutral,2023-10-11 05:00:00-04:00
FOREX:EUR,0.107495,0.031702,Neutral,2023-10-11 05:00:00-04:00
FOREX:EUR,0.236972,-0.098926,Neutral,2023-10-11 04:42:00-04:00
FOREX:EUR,0.042571,-0.116925,Neutral,2023-10-11 04:21:02-04:00
FOREX:EUR,0.06623,0.020152,Neutral,2023-10-11 04:16:00-04:00
FOREX:EUR,0.209365,0.175948,Somewhat-Bullish,2023-10-11 03:28:59-04:00
FOREX:EUR,0.173333,0.211729,Somewhat-Bullish,2023-10-11 03:14:55-04:00
FOREX:EUR,0.086556,0.229488,Somewhat-Bullish,2023-10-11 03:14:44-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-11 01:30:00-04:00
FOREX:EUR,0.18046,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.152499,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.140076,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.13459,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.124486,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.124486,0.0,Neutral,2023-10-10 22:55:00-04:00
FOREX:EUR,0.05749,0.0,Neutral,2023-10-10 21:06:39-04:00
FOREX:EUR,0.072655,0.082538,Neutral,2023-10-10 20:55:54-04:00
FOREX:EUR,0.18967,-0.033054,Neutral,2023-10-10 20:11:20-04:00
FOREX:EUR,0.439786,0.173109,Somewhat-Bullish,2023-10-10 18:56:00-04:00
FOREX:EUR,0.12165,0.172464,Somewhat-Bullish,2023-10-10 18:14:00-04:00
FOREX:EUR,0.120431,0.029517,Neutral,2023-10-10 18:08:20-04:00
FOREX:EUR,0.137409,0.088025,Neutral,2023-10-10 15:37:24-04:00
FOREX:EUR,0.107495,0.0,Neutral,2023-10-10 14:57:49-04:00
FOREX:EUR,0.151539,0.121127,Neutral,2023-10-10 14:11:00-04:00
FOREX:EUR,0.200688,0.008253,Neutral,2023-10-10 13:00:24-04:00
FOREX:EUR,0.302243,-0.028313,Neutral,2023-10-10 12:21:00-04:00
FOREX:EUR,0.108466,0.04887,Neutral,2023-10-10 12:00:00-04:00
FOREX:EUR,0.144275,0.1191,Neutral,2023-10-10 11:45:00-04:00
FOREX:EUR,0.198221,-0.068182,Neutral,2023-10-10 10:40:00-04:00
FOREX:EUR,0.032121,-0.004753,Neutral,2023-10-10 10:20:59-04:00
FOREX:EUR,0.04912,0.070771,Neutral,2023-10-10 09:10:00-04:00
FOREX:EUR,0.022452,-0.193444,Somewhat-Bearish,2023-10-10 08:16:00-04:00
FOREX:EUR,0.165031,0.054147,Neutral,2023-10-10 07:47:00-04:00
FOREX:EUR,0.301315,0.07474,Neutral,2023-10-10 07:39:00-04:00
FOREX:EUR,0.104683,0.217157,Somewhat-Bullish,2023-10-10 07:30:00-04:00
FOREX:EUR,0.53784,0.203938,Somewhat-Bullish,2023-10-10 07:22:00-04:00
FOREX:EUR,0.67165,0.296838,Somewhat-Bullish,2023-10-10 07:13:00-04:00
FOREX:EUR,0.121037,-0.135404,Neutral,2023-10-10 06:40:00-04:00
FOREX:EUR,0.855251,0.089689,Neutral,2023-10-10 06:10:00-04:00
FOREX:EUR,0.064104,0.0,Neutral,2023-10-10 05:45:00-04:00
FOREX:EUR,0.158519,0.140612,Neutral,2023-10-10 05:33:18-04:00
FOREX:EUR,0.325208,-0.117639,Neutral,2023-10-10 05:01:00-04:00
FOREX:EUR,0.082677,0.103312,Neutral,2023-10-10 04:51:00-04:00
FOREX:EUR,0.101154,0.143136,Neutral,2023-10-10 04:40:09-04:00
FOREX:EUR,0.238133,0.596461,Bullish,2023-10-10 04:14:51-04:00
FOREX:EUR,0.082111,0.103478,Neutral,2023-10-10 04:10:00-04:00
FOREX:EUR,0.316168,0.049183,Neutral,2023-10-10 04:06:00-04:00
FOREX:EUR,0.054236,-0.017002,Neutral,2023-10-10 04:00:00-04:00
FOREX:EUR,0.117486,0.0,Neutral,2023-10-10 03:42:00-04:00
FOREX:EUR,0.073098,0.113875,Neutral,2023-10-10 03:18:43-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-10 01:30:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-10 01:30:00-04:00
FOREX:EUR,0.137278,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.127456,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.122581,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.119235,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.119235,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.117774,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.117774,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.117486,0.0,Neutral,2023-10-09 22:51:00-04:00
FOREX:EUR,0.08687,-0.034567,Neutral,2023-10-09 20:47:00-04:00
FOREX:EUR,0.199859,-0.203718,Somewhat-Bearish,2023-10-09 20:30:47-04:00
FOREX:EUR,0.03878,0.180438,Somewhat-Bullish,2023-10-09 19:00:09-04:00
FOREX:EUR,0.112532,-0.026212,Neutral,2023-10-09 18:00:56-04:00
FOREX:EUR,0.421485,0.02033,Neutral,2023-10-09 17:24:57-04:00
FOREX:EUR,0.097062,-0.089562,Neutral,2023-10-09 13:27:00-04:00
FOREX:EUR,0.252987,0.122799,Neutral,2023-10-09 13:04:00-04:00
FOREX:EUR,0.03178,-0.026225,Neutral,2023-10-09 11:15:00-04:00
FOREX:EUR,0.067727,-0.054749,Neutral,2023-10-09 09:04:00-04:00
FOREX:EUR,0.250386,0.216998,Somewhat-Bullish,2023-10-09 08:30:00-04:00
FOREX:EUR,0.078611,-0.180019,Somewhat-Bearish,2023-10-09 08:18:00-04:00
FOREX:EUR,0.158173,-0.049321,Neutral,2023-10-09 08:10:00-04:00
FOREX:EUR,0.061315,-0.028334,Neutral,2023-10-09 08:00:00-04:00
FOREX:EUR,0.103778,-0.121492,Neutral,2023-10-09 07:35:00-04:00
FOREX:EUR,0.085022,-0.121137,Neutral,2023-10-09 07:15:00-04:00
FOREX:EUR,0.058472,-0.129996,Neutral,2023-10-09 07:03:00-04:00
FOREX:EUR,0.150592,-0.20008,Somewhat-Bearish,2023-10-09 07:03:00-04:00
FOREX:EUR,0.034831,0.168486,Somewhat-Bullish,2023-10-09 07:00:00-04:00
FOREX:EUR,0.188193,0.0,Neutral,2023-10-09 05:22:05-04:00
FOREX:EUR,0.598621,-0.308488,Somewhat-Bearish,2023-10-09 04:39:00-04:00
FOREX:EUR,0.053153,0.27688,Somewhat-Bullish,2023-10-09 02:30:43-04:00
FOREX:EUR,0.05654,0.0,Neutral,2023-10-09 01:34:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-09 01:30:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-09 01:30:00-04:00
FOREX:EUR,0.077593,0.062348,Neutral,2023-10-09 00:32:00-04:00
FOREX:EUR,0.039096,0.169667,Somewhat-Bullish,2023-10-09 00:00:57-04:00
FOREX:EUR,0.200134,0.157722,Somewhat-Bullish,2023-10-08 22:58:00-04:00
FOREX:EUR,0.198493,0.156746,Somewhat-Bullish,2023-10-08 22:58:00-04:00
FOREX:EUR,0.198493,0.156746,Somewhat-Bullish,2023-10-08 22:58:00-04:00
FOREX:EUR,0.193207,0.153616,Somewhat-Bullish,2023-10-08 22:58:00-04:00
FOREX:EUR,0.123526,0.0,Neutral,2023-10-08 22:58:00-04:00
FOREX:EUR,0.123526,0.0,Neutral,2023-10-08 22:58:00-04:00
FOREX:EUR,0.113597,0.0,Neutral,2023-10-08 22:58:00-04:00
FOREX:EUR,0.328819,-0.02178,Neutral,2023-10-08 21:52:00-04:00
FOREX:EUR,0.189175,0.115889,Neutral,2023-10-08 20:47:34-04:00
FOREX:EUR,0.183895,-0.030083,Neutral,2023-10-08 20:24:22-04:00
FOREX:EUR,0.1789,0.112811,Neutral,2023-10-08 20:04:44-04:00
FOREX:EUR,0.188928,-0.196951,Somewhat-Bearish,2023-10-08 20:00:22-04:00
FOREX:EUR,0.221481,0.132528,Neutral,2023-10-08 19:06:00-04:00
FOREX:EUR,0.227007,-0.247856,Somewhat-Bearish,2023-10-08 15:01:00-04:00
FOREX:EUR,0.185306,-0.155949,Somewhat-Bearish,2023-10-08 08:15:01-04:00
FOREX:EUR,0.152499,-0.136652,Neutral,2023-10-08 08:15:00-04:00
FOREX:EUR,0.061631,-0.112022,Neutral,2023-10-07 15:52:00-04:00
FOREX:EUR,0.852739,0.44634,Bullish,2023-10-07 03:30:50-04:00
FOREX:EUR,0.054359,0.022053,Neutral,2023-10-07 03:27:23-04:00
FOREX:EUR,0.070935,0.153236,Somewhat-Bullish,2023-10-07 02:56:46-04:00
FOREX:EUR,0.380978,-0.140777,Neutral,2023-10-06 14:25:00-04:00
FOREX:EUR,0.061631,-0.07086,Neutral,2023-10-06 12:27:09-04:00
FOREX:EUR,0.299478,0.132281,Neutral,2023-10-06 10:45:00-04:00
FOREX:EUR,0.175221,-0.060765,Neutral,2023-10-06 10:43:00-04:00
FOREX:EUR,0.19117,0.226826,Somewhat-Bullish,2023-10-06 09:31:22-04:00
FOREX:EUR,0.151539,-0.013586,Neutral,2023-10-06 09:23:00-04:00
FOREX:EUR,0.029078,0.031902,Neutral,2023-10-06 09:00:01-04:00
FOREX:EUR,0.699089,0.13518,Neutral,2023-10-06 08:58:00-04:00
FOREX:EUR,0.033799,0.120957,Neutral,2023-10-06 07:00:01-04:00
FOREX:EUR,0.095899,0.131577,Neutral,2023-10-06 06:41:00-04:00
FOREX:EUR,0.207571,0.198556,Somewhat-Bullish,2023-10-06 06:41:00-04:00
FOREX:EUR,0.098255,0.0,Neutral,2023-10-06 06:35:00-04:00
FOREX:EUR,0.107016,0.0,Neutral,2023-10-06 06:21:00-04:00
FOREX:EUR,0.155451,-0.193548,Somewhat-Bearish,2023-10-06 05:39:00-04:00
FOREX:EUR,0.224903,0.224514,Somewhat-Bullish,2023-10-06 03:50:00-04:00
FOREX:EUR,0.034933,0.0,Neutral,2023-10-06 03:24:55-04:00
FOREX:EUR,0.047092,-0.204746,Somewhat-Bearish,2023-10-06 03:09:00-04:00
FOREX:EUR,0.499789,0.166099,Somewhat-Bullish,2023-10-06 02:36:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-06 01:30:00-04:00
FOREX:EUR,0.087503,0.067379,Neutral,2023-10-06 01:30:00-04:00
FOREX:EUR,0.077593,0.083907,Neutral,2023-10-05 22:40:00-04:00
FOREX:EUR,0.127119,0.0,Neutral,2023-10-05 22:22:00-04:00
FOREX:EUR,0.113329,0.0,Neutral,2023-10-05 22:22:00-04:00
FOREX:EUR,0.073546,-0.187865,Somewhat-Bearish,2023-10-05 22:18:32-04:00
FOREX:EUR,0.148273,-0.027671,Neutral,2023-10-05 21:39:18-04:00
FOREX:EUR,0.107016,-0.129239,Neutral,2023-10-05 20:20:42-04:00
FOREX:EUR,0.073546,-0.084635,Neutral,2023-10-05 18:37:00-04:00
FOREX:EUR,0.201244,0.221689,Somewhat-Bullish,2023-10-05 14:19:26-04:00
FOREX:EUR,0.039944,0.124007,Neutral,2023-10-05 14:00:00-04:00
FOREX:EUR,0.028388,-0.032934,Neutral,2023-10-05 12:27:00-04:00
FOREX:EUR,0.085022,-0.064508,Neutral,2023-10-05 12:26:00-04:00
FOREX:EUR,0.043421,0.100912,Neutral,2023-10-05 12:01:00-04:00
FOREX:EUR,0.043421,0.100912,Neutral,2023-10-05 12:01:00-04:00
FOREX:EUR,0.058903,0.096007,Neutral,2023-10-05 11:57:00-04:00
FOREX:EUR,0.162802,0.115709,Neutral,2023-10-05 11:19:00-04:00
FOREX:EUR,0.162802,0.115709,Neutral,2023-10-05 11:19:00-04:00
FOREX:EUR,0.049019,-0.045754,Neutral,2023-10-05 10:09:00-04:00
FOREX:EUR,0.025817,0.048638,Neutral,2023-10-05 09:55:00-04:00
FOREX:EUR,0.215894,0.011819,Neutral,2023-10-05 09:48:00-04:00
FOREX:EUR,0.092927,0.103312,Neutral,2023-10-05 09:30:26-04:00
FOREX:EUR,0.185306,0.205741,Somewhat-Bullish,2023-10-05 09:28:00-04:00
FOREX:EUR,0.077593,-0.065072,Neutral,2023-10-05 08:47:55-04:00
FOREX:EUR,0.054114,-0.124095,Neutral,2023-10-05 08:47:55-04:00
FOREX:EUR,0.048425,-0.141893,Neutral,2023-10-05 08:44:00-04:00
FOREX:EUR,0.119235,-0.106126,Neutral,2023-10-05 07:32:00-04:00
FOREX:EUR,0.384102,0.575708,Bullish,2023-10-05 07:00:00-04:00
FOREX:EUR,0.176502,-0.128353,Neutral,2023-10-05 05:40:00-04:00
FOREX:EUR,0.101582,-0.127172,Neutral,2023-10-05 04:34:00-04:00
FOREX:EUR,0.11894,0.102615,Neutral,2023-10-05 02:45:29-04:00
FOREX:EUR,0.009814,0.120816,Neutral,2023-10-05 02:00:00-04:00
